Pocket Guide Psychopharmaka von A bis Z,2,,
Chronic Pain,2,,
Drug metabolism and disposition: the biological fate of chemicals,2,,
Therapeutics and Clinical Risk Management,2,,
The Annals of pharmacotherapy,2,,
Fundamental & Clinical Pharmacology,2,,
Therapie der Krankheiten im Kindes- und Jugendalter,2,,
Pharmakotherapie,2,,
"Presse medicale (Paris, France : 1983)",2,,
Arzneiverordnungs-Report 2006,2,,
Gesichts- und Kopfschmerzen aus interdisziplin?rer Sicht,2,,
Journal of Cardiovascular Pharmacology,2,,
Journal of managed care pharmacy : JMCP,2,,
Therapielexikon Neurologie,2,,
Clinical evidence,2,,
Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,2,,
Arzneiverordnungs-Report 2002,2,,
Archives of Neurology,2,,
European Neurology,2,,
Fundamentals of Family Medicine,2,,
Methods and findings in experimental and clinical pharmacology,2,,
Migraine: A Neuroinflammatory Disease?,2,,
Current Opinion in Neurology,2,,
Current Medical Research and Opinion,2,,
Arzneiverordnungs-Report 2000,2,,
Arzneiverordnungs-Report 2001,2,,
Schmerz,2,,
The Journal of Clinical Pharmacology,2,,
Clinical Trials in Neurology,2,,
European Journal of Pharmacology,2,,
Kompendium der praktischen Medizin,2,,
Drugs in R & D,2,,
Kopfschmerzen und Migr?ne,2,,
Vestibular Migraine and Other Episodic Vertigos: An Update,1,,
Journal of Analytical Science and Technology,1,,
Chemical Papers,1,,
BDJ Open,1,,
Biology Direct,1,,
Acta Neurologica Belgica,1,,
Pocket Guide Schmerztherapie,1,,
Medikamenten-Pocket Schmerztherapie,1,,
RSC Medicinal Chemistry,1,,
Fluids and Barriers of the CNS,1,,
Indian Pediatrics,1,,
Management of Migraine Pain,1,,
Internal Medicine Training Notes and Survival Guide,1,,
SN Comprehensive Clinical Medicine,1,,
Journal of Fluorescence,1,,
The Journal of biological chemistry,1,,
ChemTexts,1,,
ACS Chemical Biology,1,,
Journal of Intelligent & Robotic Systems,1,,
Journal of Medical Case Reports,1,,
Cancer Letters,1,,
"Chirurgie (Heidelberg, Germany)",1,,
Neurological Disorders in Pregnancy,1,,
Novel Synthetic Drugs in Migraine,1,,
Functional Illness of the Head and Neck,1,,
DNP ¨C Die Neurologie & Psychiatrie,1,,
Nature reviews. Disease primers,1,,
Textbook of Rare Sexual Medicine Conditions,1,,
Neurochemistry in Clinical Practice,1,,
"Chemical communications (Cambridge, England)",1,,
Journal of Biomolecular Structure and Dynamics,1,,
Cell Reports,1,,
Questions and Answers in Pain Medicine,1,,
Basic & Clinical Pharmacology & Toxicology,1,,
Chronic Pain Management in General and Hospital Practice,1,,
Cellular and Molecular Neurobiology,1,,
"Eye (London, England)",1,,
Introduction to Basics of Pharmacology and Toxicology,1,,
Decision Making in Emergency Medicine,1,,
Proceedings of the National Academy of Sciences of the United States of America,1,,
Organic Cation Transporters in the Central Nervous System,1,,
BioNanoScience,1,,
Molecular Psychiatry,1,,
Molecular Cancer Therapeutics,1,,
Atlas of Surgical Therapy for Migraine and Tension-Type Headache,1,,
SLAS discovery : advancing life sciences R & D,1,,
Pain Management for Clinicians,1,,
White Matter Diseases,1,,
Frontiers in Geotechnical Engineering,1,,
Molecular Pharmacology,1,,
Pharmaceutical Medicine,1,,
Menstrual Cycle Related Disorders,1,,
Emergencies in Neurology,1,,
Neuroscience Bulletin,1,,
Calcitonin Gene-Related Peptide (CGRP) Mechanisms,1,,
Neurology and Psychiatry of Women,1,,
Brain-Inspired Intelligence and Visual Perception,1,,
Health and Gender,1,,
Maternal Drug Use and Infant Congenital Malformations,1,,
Basic Knowledge of Pharmacology,1,,
Topics in Current Chemistry Collections,1,,
Musculoskeletal Sports and Spine Disorders,1,,
Diagnosis and Management of Head and Face Pain,1,,
Absolute Pediatric Neurology,1,,
Basiswissen Pharmakologie,1,,
Applied Biological Chemistry,1,,
A Case-Based Guide to Eye Pain,1,,
Topics in current chemistry (Cham),1,,
Topics in Catalysis,1,,
Drug Interactions in Infectious Diseases: Antimicrobial Drug Interactions,1,,
Recent Patents on Drug Delivery & Formulation,1,,
Oncotarget,1,,
Progress in Biomaterials,1,,
"Sinus Headache, Migraine, and the Otolaryngologist",1,,
Patienteninformationen Sport in der Neurologie &#x2013; Empfehlungen f¨¹r ?rzte,1,,
Journal of Analytical Chemistry,1,,
Critical Care Toxicology,1,,
Patienteninformationen Neurologie &#x2013; Empfehlungen f¨¹r ?rzte,1,,
Arzneiverordnungs-Report 2016,1,,
Schmerzmanagement in der Pflege,1,,
Clinician&apos;s Manual on Migraine,1,,
Clinical and Translational Medicine,1,,
Therapie der Depression,1,,
Journal of Materials Science: Materials in Medicine,1,,
Douleur et Analg¨¦sie,1,,
Drug Discovery Today,1,,
Pharmaceutical Chemistry Journal,1,,
Journal of the Iranian Chemical Society,1,,
Environmental Science & Technology,1,,
Arzneiverordnungs-Report 2015,1,,
"Schmerztherapie bei Kindern, Jugendlichen und jungen Erwachsenen",1,,
Catalysis Letters,1,,
BMC Systems Biology,1,,
Journal of medical toxicology : official journal of the American College of Medical Toxicology,1,,
BMC Pharmacology and Toxicology,1,,
Chronischer Schmerz,1,,
Arzneiverordnungs- Report 2014,1,,
Journal of Cheminformatics,1,,
Treatment of Chronic Pain by Medical Approaches,1,,
Colitis,1,,
Research on Chemical Intermediates,1,,
The Cochrane database of systematic reviews,1,,
"Medizinische Klinik, Intensivmedizin und Notfallmedizin",1,,
Basiswissen Neurologie,1,,
Contraception for the Medically Challenging Patient,1,,
Journal of Pharmaceutical Sciences,1,,
Arzneiverordnungs-Report 2013,1,,
The European journal of health economics : HEPAC : health economics in prevention and care,1,,
Food Science and Biotechnology,1,,
Praktische Schmerzmedizin,1,,
Vestibular Migraine and Related Syndromes,1,,
Cell Biology and Toxicology,1,,
BMC Psychiatry,1,,
Praxis,1,,
European Journal of Epidemiology,1,,
Molecular Systems Biology,1,,
The Journal of neuroscience : the official journal of the Society for Neuroscience,1,,
Proceedings of the 2012 International Conference on Information Technology and Software Engineering,1,,
Arzneiverordnungs-Report 2012,1,,
Brain : a journal of neurology,1,,
"Comprehensive Treatment of Chronic Pain by Medical, Interventional, and Integrative Approaches",1,,
The Patient - Patient-Centered Outcomes Research,1,,
Pain in Women,1,,
"Ibuprofen: Pharmacology, Therapeutics and Side Effects",1,,
Annales francaises d'anesthesie et de reanimation,1,,
"International Journal of Therapeutic Massage & Bodywork: Research, Education, & Practice",1,,
Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,1,,
Journal of Korean Medical Science,1,,
Obstetrics and Gynecology International,1,,
Neuroradiology,1,,
Science of Synthesis,1,,
Traumatic Brain Injury,1,,
Handbuch der psychiatrischen Pharmakotherapie,1,,
PLoS Computational Biology,1,,
Annals of Indian Academy of Neurology,1,,
Arzneiverordnungs-Report 2011,1,,
Handbook of Pediatric Chronic Pain,1,,
Praktische Schmerztherapie,1,,
Zeitschrift f¨¹r Allgemeinmedizin,1,,
Bioorganic & Medicinal Chemistry Letters,1,,
Canadian family physician Medecin de famille canadien,1,,
5-HT2C Receptors in the Pathophysiology of CNS Disease,1,,
Topics in Heterocyclic Chemistry,1,,
"Molecular Genetics, Microbiology and Virology",1,,
Combinatorial Chemistry & High Throughput Screening,1,,
Journal of Chemical Crystallography,1,,
Arzneiverordnungs-Report 2010,1,,
AAPS Advances in the Pharmaceutical Sciences Series,1,,
Indian Journal of Pharmaceutical Sciences,1,,
Grundlagen der Neuro-Psychopharmakologie,1,,
The Turkish journal of gastroenterology : the official journal of Turkish Society of Gastroenterology,1,,
"Journal of clinical neurology (Seoul, Korea)",1,,
"Methods in molecular biology (Clifton, N.J.)",1,,
The Open Neurology Journal,1,,
Congenital Abnormalities and Preterm Birth Related to Maternal Illnesses During Pregnancy,1,,
The Fragile X-Associated Tremor Ataxia Syndrome (FXTAS),1,,
Arzneiverordnungs-Report 2009,1,,
Effective Migraine Treatment in Pregnant and Lactating Women: A Practical Guide,1,,
Pharmacological reports : PR,1,,
Current Cardiology Reviews,1,,
Orphanet Journal of Rare Diseases,1,,
Annals of General Psychiatry,1,,
Experimental Brain Research,1,,
Recent Patents on CNS Drug Discovery,1,,
"Drugs, Driving and Traffic Safety",1,,
Monatsschrift Kinderheilkunde,1,,
Functional Selectivity of G Protein-Coupled Receptor Ligands,1,,
"Acta crystallographica. Section C, Crystal structure communications",1,,
Current Clinical Neurology,1,,
Arzneiverordnungs-Report 2008,1,,
Arzneiverordnungs-Report 2007,1,,
Internal and Emergency Medicine,1,,
Therapeutic Drug Monitoring,1,,
Handbuch der Psychopharmakotherapie,1,,
Gender Medizin,1,,
Handbook of Neurochemistry and Molecular Neurobiology,1,,
Kompendium der neurologischen Pharmakotherapie,1,,
Pain in Children,1,,
Drug information journal : DIJ / Drug Information Association,1,,
Klinik der menschlichen Sinne,1,,
Bioorganic & Medicinal Chemistry,1,,
Headache and Chronic Pain Syndromes,1,,
Medizinische Therapie 2007 | 2008,1,,
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,1,,
Chromatographia,1,,
Therapeutics and clinical risk management,1,,
Medizinische Monatsschrift fur Pharmazeuten,1,,
British Journal of Clinical Pharmacology,1,,
The Journal of reproductive medicine,1,,
Revue de l'infirmiere,1,,
Taschenatlas Notfall & Rettungsmedizin,1,,
Neurologie f¨¹r Praktiker,1,,
Arzneiverordnungs-Report 2005,1,,
Acta Neurochirurgica Supplements,1,,
Kompendium der medicament?sen Schmerztherapie,1,,
Handbook of Experimental Pharmacology,1,,
CNS drugs,1,,
The Serotonin Receptors,1,,
HerzAkutMedizin,1,,
Nihon rinsho. Japanese journal of clinical medicine,1,,
European Journal of Neurology,1,,
CNS Drug Reviews,1,,
Paroxysmale St?rungen in der Neurologie,1,,
Current Psychiatry Reports,1,,
Taschenbuch der Arzneibehandlung,1,,
Chemical Research in Toxicology,1,,
No to shinkei = Brain and nerve,1,,
Neurology Study Guide,1,,
"Neurologia (Barcelona, Spain)",1,,
Biological Psychiatry,1,,
Acta medica portuguesa,1,,
Journal of Clinical Gastroenterology,1,,
Check-up An?sthesiologie,1,,
Serotonin und akustisch evozierte Potentiale,1,,
Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,1,,
Arzneiverordnungs-Report 2003,1,,
Arzneiverordnungs-Report 2004,1,,
Annals of Neurology,1,,
The Journal of Pharmacology and Experimental Therapeutics,1,,
Brain Research,1,,
Journal of Medical Internet Research,1,,
Medicinski arhiv,1,,
Organometallics in Process Chemistry,1,,
Internal Medicine Journal,1,,
Current Vascular Pharmacology,1,,
Schmerz in Psychiatrie und Neurologie,1,,
Expert Opinion on Drug Safety,1,,
Revue neurologique,1,,
European Journal of Drug Metabolism and Pharmacokinetics,1,,
Pharmaceutical Substances,1,,
Canadian journal of public health = Revue canadienne de sante publique,1,,
Modern Methods of Drug Discovery,1,,
Atlas of Clinical Neurology,1,,
Journal of Neural Transmission. Supplementa,1,,
Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,1,,
Gastroenterologie clinique et biologique,1,,
Neuroscience,1,,
Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research,1,,
Journal of neural transmission. Supplementum,1,,
Proceedings of the Western Pharmacology Society,1,,
Neurologische Therapie,1,,
Gie?ener Gyn?kologische Fortbildung 2001,1,,
Implantable Defibrillator Therapy: A Clinical Guide,1,,
Pflegehandbuch Arzneitherapie,1,,
NEUROLOGIE f¨¹r Praktiker,1,,
Prescrire international,1,,
The American journal of managed care,1,,
Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,1,,
Current Treatment Options in Cardiovascular Medicine,1,,
Biopharmaceutics & Drug Disposition,1,,
Revista de neurologia,1,,
Journal of Endocrinological Investigation,1,,
Pharmacological Research,1,,
Expert Opinion on Investigational Drugs,1,,
Clinical Cornerstone,1,,
Advances in internal medicine,1,,
Refresher Course. Aktuelles Wissen f¨¹r An?sthesisten,1,,
The Journal of the American Osteopathic Association,1,,
Developments in Cardiovascular Medicine,1,,
Mayo Clinic Proceedings,1,,
"Current opinion in investigational drugs (London, England : 2000)",1,,
Postgraduate medicine,1,,
Weiterbildung f¨¹r An?sthesisten 2000,1,,
Rapid communications in mass spectrometry : RCM,1,,
American family physician,1,,
Arzneiverordnungs-Report 1999,1,,
Der Gyn?kologe,1,,
Archives of Family Medicine,1,,
Anxiolytics,1,,
Der Anaesthesist,1,,
Manuelle Medizin,1,,
An?sthesie Intensivmedizin Notfallmedizin Schmerztherapie,1,,
Analgetika Antinozizeptiva Adjuvanzien,1,,
An?sthesie in Frage und Antwort,1,,
Praktischer Umgang mit Kopf- und Gesichtsschmerzen,1,,
Acta neurologica Belgica,1,,
Serotoninergic Neurons and 5-HT Receptors in the CNS,1,,
Journal of Clinical Monitoring and Computing,1,,
Revue medicale de Bruxelles,1,,
The European journal of neuroscience,1,,
The Medical letter on drugs and therapeutics,1,,
Revue medicale de Liege,1,,
RN,1,,
Circulation,1,,
"Journal of neurology, neurosurgery, and psychiatry",1,,
Krankenpflege Journal,1,,
Journal of Pharmaceutical and Biomedical Analysis,1,,
Arzneiverordnungs-Report 1998,1,,
American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists,1,,
Progress in Drug Research,1,,
Bundesgesundheitsblatt,1,,
Grundlagen der Schmerztherapie,1,,
Electron Crystallography,1,,
Journal of Computer-Aided Molecular Design,1,,
Solar Physics,1,,
NeuroReport,1,,
Thermal Expansion 6,1,,
Pharmacological Sciences: Perspectives for Research and Therapy in the Late 1990s,1,,
Poisoning Diagnosis and Treatment,1,,
